"P.trt","P.lim","P.cID","P.daynumber","P.tm.pt","P.iso","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.NA","C.NA","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","NA","global"
"T","P","P4","72","12","5","12P45","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.435
"T","P","P5","72","12","1","12P51","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.44
"T","P","P5","72","12","4","12P54","0","0","0","0","1","1","0","0",NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.44
"T","P","P5","72","12","5","12P55","1","0","0","0","1","1","0","1",NA,"1","0","0","1","0","0","0","0","0","0","1","0","0","0",NA,"0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","1","1","1",NA,"0","1","1","0","0","1",NA,NA,0.375
"T","P","P2","129","19","1","19P21","1","1","1","1","1","1","1","1",NA,"1","1","1","0","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"0","1","1","1","1","1",NA,NA,0.03
"T","P","P2","129","19","3","19P23","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","1","1","1","0","1","1",NA,"1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1",NA,"1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.065
"T","P","P2","129","19","4","19P24","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"0","1","1","1","1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.04
"T","P","P4","129","19","1","19P41","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"0","1","1","1","1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.045
"T","P","P4","129","19","2","19P42","1","1","1","1","1","1","1","1",NA,"1","1","1","0","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.04
"T","P","P4","129","19","3","19P43","1","0","0","0","1","1","1","1",NA,"1","0","1","0","0","1","0","0","0","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0",NA,"0","1","0","0","0",NA,"1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","1","1","1","1","1",NA,"0","1","1",NA,"0","1",NA,NA,0.33502538071066
"T","P","P4","129","19","4","19P44","0","0","0","0","1","1","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.44
"T","P","P5","129","19","1","19P51","0","0","0","1","1","1","0","1",NA,"1","1","1","1","1","0","0","0","0","1","0","0","1","0",NA,"0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1","1","0","1","1","1","1","1",NA,"0","1","1","0","0","1",NA,NA,0.32
"T","P","P5","129","19","2","19P52","0","0","0","0","1","1","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.45
"T","P","P5","129","19","3","19P53","1","1","0","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,"1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","0","1",NA,NA,0.14
"T","P","P5","129","19","4","19P54","0","0","0","0","1","1","0","0",NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.435
"T","P","P2","166","21","1","21P21","1","0","1","1","1","1","0","1",NA,"1","1","1","1","1","0","0","0","1","1","0","0","1","1",NA,"1","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","1","1","1","1","1",NA,"0","1","1","0","0","1",NA,"1",0.263681592039801
"T","P","P2","166","21","2","21P22","0","0","0","0","1","1","0","1",NA,"1","0","1","1","1","0","0","0","0","0","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","1","1","1",NA,"0","1","1","0","0","1",NA,"1",0.378109452736318
"T","P","P2","166","21","3","21P23","0","0","0","0","1","1","0","1",NA,"1","0","1","1","1","0","0","0","0","0","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0",NA,"1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","1","1","1",NA,"0","0","1","0","0","1",NA,NA,0.391959798994975
"T","P","P2","166","21","4","21P24","0","0","0","0","1","1","0","1",NA,"1","0","1","1","1","0","0","0","0","0","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","1","1","1",NA,"0","0","1","0","0","1",NA,NA,0.385
"T","P","P4","166","21","1","21P41","0","0","0","0","1","1","0","1",NA,"1","0","1","1","1","0","0","0","0","0","0","0","0","1",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","0",NA,NA,"0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","1","1","1",NA,"0","1","1","0","0","1",NA,"1",0.353233830845771
"T","P","P4","166","21","2","21P42","0","0","0","0","1","1","0","1",NA,"1","0","1","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","1","1","1",NA,"0","1","1","0","0","1",NA,"1",0.412935323383085
"T","P","P4","166","21","3","21P43","1","0","1","1","1","1","1","1",NA,"1","1","0","1","2","0","0","1","0","1","1","1","1","1",NA,"0","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","0","0","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","1","0","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.185
"T","P","P4","166","21","4","21P44","0","0","0","0","1","1","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","0","1","0","0","1",NA,NA,0.45
"T","P","P5","166","21","1","21P51","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1",NA,"1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1",0.0447761194029851
